"序号","名称","地址","电话","标签","百度链接","图片数量","营业时间","总体评分","签到数"
39,"中国烟酒茶","百子湾路甲16号康佰馨大药房(百子湾路)附近","(010)67734905","购物;商铺","http://api.map.baidu.com/place/detail?uid=02dc8efe1152c94572210b8b&output=html&source=placeapi_v2","5","","",""
40,"茶马云南","东四环中路39号家乐福超市地下一层8111","(010)82097809","购物;商铺","http://api.map.baidu.com/place/detail?uid=608e465322789ff693114cf3&output=html&source=placeapi_v2","69","","4.3",""
41,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","3","","5",""
42,"名烟名酒茶","北京市朝阳区东柏街9号院-2","","购物;商铺","http://api.map.baidu.com/place/detail?uid=108a0d416d01fb32d7851f9e&output=html&source=placeapi_v2","6","","",""
43,"广易商行烟酒茶","南十里居30","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7a7a1b6e185eaf4a82a12e7f&output=html&source=placeapi_v2","4","","",""
44,"华宇烟酒茶","朝阳区麦子店街78号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=a1ea105c29869180430245bd&output=html&source=placeapi_v2","5","","",""
45,"烟酒茶超市","石佛营东里132号院2","(010)85856785","购物;商铺","http://api.map.baidu.com/place/detail?uid=43b7e8899319476a58f6be44&output=html&source=placeapi_v2","9","","5",""
46,"烟酒茶超市","八里庄南里8号底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ba26b13ab35df1504bcc4ac0&output=html&source=placeapi_v2","5","","4",""
47,"烟酒茶超市","北京市朝阳区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=5aaffd58518e6a3382a12e4d&output=html&source=placeapi_v2","7","","",""
48,"烟酒茶超市","霄云路35号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa782e02e00f536dc27da269&output=html&source=placeapi_v2","7","","",""
49,"烟酒茶超市","朝阳区百子湾路29号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=981d7d4b66586c5d4bcc4a60&output=html&source=placeapi_v2","3","","",""
50,"烟酒茶超市","朝阳区团结湖路甲23号附近","","购物","http://api.map.baidu.com/place/detail?uid=53e372fe1f44cfec04026fbd&output=html&source=placeapi_v2","4","","5",""
51,"松华乐烟酒茶","朝阳区呼家楼北街5号楼","13164259577","购物;商铺","http://api.map.baidu.com/place/detail?uid=c6d14ab39bb361218605bf80&output=html&source=placeapi_v2","6","","",""
52,"诚润精品烟酒茶","朝阳北路129号润枫嘉尚3号楼底商","15901286800","购物;商铺","http://api.map.baidu.com/place/detail?uid=fd13a3f2f2ef9ae3b0077dfa&output=html&source=placeapi_v2","7","","3.3",""
53,"冰中红烟酒茶朝阳路店","金台里2号院2号楼1311室","","购物;商铺","http://api.map.baidu.com/place/detail?uid=3290ba275c964467cc06a4c6&output=html&source=placeapi_v2","6","","",""
54,"一品缘茶","北京市朝阳区石佛营东路","(010)56013503,13811600409","购物;商铺","http://api.map.baidu.com/place/detail?uid=bdb1be8759b7dc4cf60e774c&output=html&source=placeapi_v2","4","","5",""
55,"烟酒茶商行","石佛营101号新七彩A-010","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6356debf2a6b8a441c389400&output=html&source=placeapi_v2","3","","",""
56,"兴兰旺烟酒茶行","石佛营东里112号楼1层","","购物;商铺","http://api.map.baidu.com/place/detail?uid=83ed20f66bfb91daa1d2306e&output=html&source=placeapi_v2","4","","5",""
57,"丽云泰烟酒茶商行","麦子店枣营北里32号楼北侧","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b518ca97fba23b41c1364480&output=html&source=placeapi_v2","3","","",""
58,"茶果花","北京朝阳区西大望路3号蓝堡国际公寓B座1楼","","美食;茶座","http://api.map.baidu.com/place/detail?uid=f6a6fedab692599b2b201ad0&output=html&source=placeapi_v2","2","","5",""
59,"中国烟酒茶","百子湾路甲16号康佰馨大药房(百子湾路)附近","(010)67734905","购物;商铺","http://api.map.baidu.com/place/detail?uid=02dc8efe1152c94572210b8b&output=html&source=placeapi_v2","5","","",""
60,"茶马云南","东四环中路39号家乐福超市地下一层8111","(010)82097809","购物;商铺","http://api.map.baidu.com/place/detail?uid=608e465322789ff693114cf3&output=html&source=placeapi_v2","69","","4.3",""
61,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","3","","5",""
62,"名烟名酒茶","北京市朝阳区东柏街9号院-2","","购物;商铺","http://api.map.baidu.com/place/detail?uid=108a0d416d01fb32d7851f9e&output=html&source=placeapi_v2","6","","",""
63,"广易商行烟酒茶","南十里居30","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7a7a1b6e185eaf4a82a12e7f&output=html&source=placeapi_v2","4","","",""
64,"华宇烟酒茶","朝阳区麦子店街78号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=a1ea105c29869180430245bd&output=html&source=placeapi_v2","5","","",""
65,"烟酒茶超市","石佛营东里132号院2","(010)85856785","购物;商铺","http://api.map.baidu.com/place/detail?uid=43b7e8899319476a58f6be44&output=html&source=placeapi_v2","9","","5",""
66,"烟酒茶超市","八里庄南里8号底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ba26b13ab35df1504bcc4ac0&output=html&source=placeapi_v2","5","","4",""
67,"烟酒茶超市","北京市朝阳区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=5aaffd58518e6a3382a12e4d&output=html&source=placeapi_v2","7","","",""
68,"烟酒茶超市","霄云路35号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa782e02e00f536dc27da269&output=html&source=placeapi_v2","7","","",""
69,"烟酒茶超市","朝阳区百子湾路29号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=981d7d4b66586c5d4bcc4a60&output=html&source=placeapi_v2","3","","",""
70,"烟酒茶超市","朝阳区团结湖路甲23号附近","","购物","http://api.map.baidu.com/place/detail?uid=53e372fe1f44cfec04026fbd&output=html&source=placeapi_v2","4","","5",""
71,"松华乐烟酒茶","朝阳区呼家楼北街5号楼","13164259577","购物;商铺","http://api.map.baidu.com/place/detail?uid=c6d14ab39bb361218605bf80&output=html&source=placeapi_v2","6","","",""
72,"诚润精品烟酒茶","朝阳北路129号润枫嘉尚3号楼底商","15901286800","购物;商铺","http://api.map.baidu.com/place/detail?uid=fd13a3f2f2ef9ae3b0077dfa&output=html&source=placeapi_v2","7","","3.3",""
73,"冰中红烟酒茶朝阳路店","金台里2号院2号楼1311室","","购物;商铺","http://api.map.baidu.com/place/detail?uid=3290ba275c964467cc06a4c6&output=html&source=placeapi_v2","6","","",""
74,"一品缘茶","北京市朝阳区石佛营东路","(010)56013503,13811600409","购物;商铺","http://api.map.baidu.com/place/detail?uid=bdb1be8759b7dc4cf60e774c&output=html&source=placeapi_v2","4","","5",""
75,"烟酒茶商行","石佛营101号新七彩A-010","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6356debf2a6b8a441c389400&output=html&source=placeapi_v2","3","","",""
76,"兴兰旺烟酒茶行","石佛营东里112号楼1层","","购物;商铺","http://api.map.baidu.com/place/detail?uid=83ed20f66bfb91daa1d2306e&output=html&source=placeapi_v2","4","","5",""
77,"丽云泰烟酒茶商行","麦子店枣营北里32号楼北侧","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b518ca97fba23b41c1364480&output=html&source=placeapi_v2","3","","",""
78,"茶果花","北京朝阳区西大望路3号蓝堡国际公寓B座1楼","","美食;茶座","http://api.map.baidu.com/place/detail?uid=f6a6fedab692599b2b201ad0&output=html&source=placeapi_v2","2","","5",""
79,"中国烟酒茶","百子湾路甲16号康佰馨大药房(百子湾路)附近","(010)67734905","购物;商铺","http://api.map.baidu.com/place/detail?uid=02dc8efe1152c94572210b8b&output=html&source=placeapi_v2","5","","",""
80,"茶马云南","东四环中路39号家乐福超市地下一层8111","(010)82097809","购物;商铺","http://api.map.baidu.com/place/detail?uid=608e465322789ff693114cf3&output=html&source=placeapi_v2","69","","4.3",""
81,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","3","","5",""
82,"名烟名酒茶","北京市朝阳区东柏街9号院-2","","购物;商铺","http://api.map.baidu.com/place/detail?uid=108a0d416d01fb32d7851f9e&output=html&source=placeapi_v2","6","","",""
83,"广易商行烟酒茶","南十里居30","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7a7a1b6e185eaf4a82a12e7f&output=html&source=placeapi_v2","4","","",""
84,"华宇烟酒茶","朝阳区麦子店街78号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=a1ea105c29869180430245bd&output=html&source=placeapi_v2","5","","",""
85,"烟酒茶超市","石佛营东里132号院2","(010)85856785","购物;商铺","http://api.map.baidu.com/place/detail?uid=43b7e8899319476a58f6be44&output=html&source=placeapi_v2","9","","5",""
86,"烟酒茶超市","八里庄南里8号底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ba26b13ab35df1504bcc4ac0&output=html&source=placeapi_v2","5","","4",""
87,"烟酒茶超市","北京市朝阳区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=5aaffd58518e6a3382a12e4d&output=html&source=placeapi_v2","7","","",""
88,"烟酒茶超市","霄云路35号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa782e02e00f536dc27da269&output=html&source=placeapi_v2","7","","",""
89,"烟酒茶超市","朝阳区百子湾路29号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=981d7d4b66586c5d4bcc4a60&output=html&source=placeapi_v2","3","","",""
90,"烟酒茶超市","朝阳区团结湖路甲23号附近","","购物","http://api.map.baidu.com/place/detail?uid=53e372fe1f44cfec04026fbd&output=html&source=placeapi_v2","4","","5",""
91,"松华乐烟酒茶","朝阳区呼家楼北街5号楼","13164259577","购物;商铺","http://api.map.baidu.com/place/detail?uid=c6d14ab39bb361218605bf80&output=html&source=placeapi_v2","6","","",""
92,"诚润精品烟酒茶","朝阳北路129号润枫嘉尚3号楼底商","15901286800","购物;商铺","http://api.map.baidu.com/place/detail?uid=fd13a3f2f2ef9ae3b0077dfa&output=html&source=placeapi_v2","7","","3.3",""
93,"冰中红烟酒茶朝阳路店","金台里2号院2号楼1311室","","购物;商铺","http://api.map.baidu.com/place/detail?uid=3290ba275c964467cc06a4c6&output=html&source=placeapi_v2","6","","",""
94,"一品缘茶","北京市朝阳区石佛营东路","(010)56013503,13811600409","购物;商铺","http://api.map.baidu.com/place/detail?uid=bdb1be8759b7dc4cf60e774c&output=html&source=placeapi_v2","4","","5",""
95,"烟酒茶商行","石佛营101号新七彩A-010","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6356debf2a6b8a441c389400&output=html&source=placeapi_v2","3","","",""
96,"兴兰旺烟酒茶行","石佛营东里112号楼1层","","购物;商铺","http://api.map.baidu.com/place/detail?uid=83ed20f66bfb91daa1d2306e&output=html&source=placeapi_v2","4","","5",""
97,"丽云泰烟酒茶商行","麦子店枣营北里32号楼北侧","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b518ca97fba23b41c1364480&output=html&source=placeapi_v2","3","","",""
98,"茶果花","北京朝阳区西大望路3号蓝堡国际公寓B座1楼","","美食;茶座","http://api.map.baidu.com/place/detail?uid=f6a6fedab692599b2b201ad0&output=html&source=placeapi_v2","2","","5",""
99,"中国烟酒茶","百子湾路甲16号康佰馨大药房(百子湾路)附近","(010)67734905","购物;商铺","http://api.map.baidu.com/place/detail?uid=02dc8efe1152c94572210b8b&output=html&source=placeapi_v2","5","","",""
100,"茶马云南","东四环中路39号家乐福超市地下一层8111","(010)82097809","购物;商铺","http://api.map.baidu.com/place/detail?uid=608e465322789ff693114cf3&output=html&source=placeapi_v2","69","","4.3",""
101,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","3","","5",""
102,"名烟名酒茶","北京市朝阳区东柏街9号院-2","","购物;商铺","http://api.map.baidu.com/place/detail?uid=108a0d416d01fb32d7851f9e&output=html&source=placeapi_v2","6","","",""
103,"广易商行烟酒茶","南十里居30","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7a7a1b6e185eaf4a82a12e7f&output=html&source=placeapi_v2","4","","",""
104,"华宇烟酒茶","朝阳区麦子店街78号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=a1ea105c29869180430245bd&output=html&source=placeapi_v2","5","","",""
105,"烟酒茶超市","石佛营东里132号院2","(010)85856785","购物;商铺","http://api.map.baidu.com/place/detail?uid=43b7e8899319476a58f6be44&output=html&source=placeapi_v2","9","","5",""
106,"烟酒茶超市","八里庄南里8号底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ba26b13ab35df1504bcc4ac0&output=html&source=placeapi_v2","5","","4",""
107,"烟酒茶超市","北京市朝阳区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=5aaffd58518e6a3382a12e4d&output=html&source=placeapi_v2","7","","",""
108,"烟酒茶超市","霄云路35号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa782e02e00f536dc27da269&output=html&source=placeapi_v2","7","","",""
109,"烟酒茶超市","朝阳区百子湾路29号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=981d7d4b66586c5d4bcc4a60&output=html&source=placeapi_v2","3","","",""
110,"烟酒茶超市","朝阳区团结湖路甲23号附近","","购物","http://api.map.baidu.com/place/detail?uid=53e372fe1f44cfec04026fbd&output=html&source=placeapi_v2","4","","5",""
111,"松华乐烟酒茶","朝阳区呼家楼北街5号楼","13164259577","购物;商铺","http://api.map.baidu.com/place/detail?uid=c6d14ab39bb361218605bf80&output=html&source=placeapi_v2","6","","",""
112,"诚润精品烟酒茶","朝阳北路129号润枫嘉尚3号楼底商","15901286800","购物;商铺","http://api.map.baidu.com/place/detail?uid=fd13a3f2f2ef9ae3b0077dfa&output=html&source=placeapi_v2","7","","3.3",""
113,"冰中红烟酒茶朝阳路店","金台里2号院2号楼1311室","","购物;商铺","http://api.map.baidu.com/place/detail?uid=3290ba275c964467cc06a4c6&output=html&source=placeapi_v2","6","","",""
114,"一品缘茶","北京市朝阳区石佛营东路","(010)56013503,13811600409","购物;商铺","http://api.map.baidu.com/place/detail?uid=bdb1be8759b7dc4cf60e774c&output=html&source=placeapi_v2","4","","5",""
115,"烟酒茶商行","石佛营101号新七彩A-010","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6356debf2a6b8a441c389400&output=html&source=placeapi_v2","3","","",""
116,"兴兰旺烟酒茶行","石佛营东里112号楼1层","","购物;商铺","http://api.map.baidu.com/place/detail?uid=83ed20f66bfb91daa1d2306e&output=html&source=placeapi_v2","4","","5",""
117,"丽云泰烟酒茶商行","麦子店枣营北里32号楼北侧","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b518ca97fba23b41c1364480&output=html&source=placeapi_v2","3","","",""
118,"茶果花","北京朝阳区西大望路3号蓝堡国际公寓B座1楼","","美食;茶座","http://api.map.baidu.com/place/detail?uid=f6a6fedab692599b2b201ad0&output=html&source=placeapi_v2","2","","5",""
119,"中国烟酒茶","百子湾路甲16号康佰馨大药房(百子湾路)附近","(010)67734905","购物;商铺","http://api.map.baidu.com/place/detail?uid=02dc8efe1152c94572210b8b&output=html&source=placeapi_v2","5","","",""
120,"茶马云南","东四环中路39号家乐福超市地下一层8111","(010)82097809","购物;商铺","http://api.map.baidu.com/place/detail?uid=608e465322789ff693114cf3&output=html&source=placeapi_v2","69","","4.3",""
121,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","3","","5",""
122,"名烟名酒茶","北京市朝阳区东柏街9号院-2","","购物;商铺","http://api.map.baidu.com/place/detail?uid=108a0d416d01fb32d7851f9e&output=html&source=placeapi_v2","6","","",""
123,"广易商行烟酒茶","南十里居30","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7a7a1b6e185eaf4a82a12e7f&output=html&source=placeapi_v2","4","","",""
124,"华宇烟酒茶","朝阳区麦子店街78号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=a1ea105c29869180430245bd&output=html&source=placeapi_v2","5","","",""
125,"烟酒茶超市","石佛营东里132号院2","(010)85856785","购物;商铺","http://api.map.baidu.com/place/detail?uid=43b7e8899319476a58f6be44&output=html&source=placeapi_v2","9","","5",""
126,"烟酒茶超市","八里庄南里8号底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ba26b13ab35df1504bcc4ac0&output=html&source=placeapi_v2","5","","4",""
127,"烟酒茶超市","北京市朝阳区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=5aaffd58518e6a3382a12e4d&output=html&source=placeapi_v2","7","","",""
128,"烟酒茶超市","霄云路35号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa782e02e00f536dc27da269&output=html&source=placeapi_v2","7","","",""
129,"烟酒茶超市","朝阳区百子湾路29号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=981d7d4b66586c5d4bcc4a60&output=html&source=placeapi_v2","3","","",""
130,"烟酒茶超市","朝阳区团结湖路甲23号附近","","购物","http://api.map.baidu.com/place/detail?uid=53e372fe1f44cfec04026fbd&output=html&source=placeapi_v2","4","","5",""
131,"松华乐烟酒茶","朝阳区呼家楼北街5号楼","13164259577","购物;商铺","http://api.map.baidu.com/place/detail?uid=c6d14ab39bb361218605bf80&output=html&source=placeapi_v2","6","","",""
132,"诚润精品烟酒茶","朝阳北路129号润枫嘉尚3号楼底商","15901286800","购物;商铺","http://api.map.baidu.com/place/detail?uid=fd13a3f2f2ef9ae3b0077dfa&output=html&source=placeapi_v2","7","","3.3",""
133,"冰中红烟酒茶朝阳路店","金台里2号院2号楼1311室","","购物;商铺","http://api.map.baidu.com/place/detail?uid=3290ba275c964467cc06a4c6&output=html&source=placeapi_v2","6","","",""
134,"一品缘茶","北京市朝阳区石佛营东路","(010)56013503,13811600409","购物;商铺","http://api.map.baidu.com/place/detail?uid=bdb1be8759b7dc4cf60e774c&output=html&source=placeapi_v2","4","","5",""
135,"烟酒茶商行","石佛营101号新七彩A-010","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6356debf2a6b8a441c389400&output=html&source=placeapi_v2","3","","",""
136,"兴兰旺烟酒茶行","石佛营东里112号楼1层","","购物;商铺","http://api.map.baidu.com/place/detail?uid=83ed20f66bfb91daa1d2306e&output=html&source=placeapi_v2","4","","5",""
137,"丽云泰烟酒茶商行","麦子店枣营北里32号楼北侧","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b518ca97fba23b41c1364480&output=html&source=placeapi_v2","3","","",""
138,"茶果花","北京朝阳区西大望路3号蓝堡国际公寓B座1楼","","美食;茶座","http://api.map.baidu.com/place/detail?uid=f6a6fedab692599b2b201ad0&output=html&source=placeapi_v2","2","","5",""
139,"中国烟酒茶","百子湾路甲16号康佰馨大药房(百子湾路)附近","(010)67734905","购物;商铺","http://api.map.baidu.com/place/detail?uid=02dc8efe1152c94572210b8b&output=html&source=placeapi_v2","5","","",""
140,"茶马云南","东四环中路39号家乐福超市地下一层8111","(010)82097809","购物;商铺","http://api.map.baidu.com/place/detail?uid=608e465322789ff693114cf3&output=html&source=placeapi_v2","69","","4.3",""
141,"茶","北京市朝阳区金台路万惠商场(金台里店)1层","","购物","http://api.map.baidu.com/place/detail?uid=a41b588deb54176894ec849f&output=html&source=placeapi_v2","3","","5",""
142,"名烟名酒茶","北京市朝阳区东柏街9号院-2","","购物;商铺","http://api.map.baidu.com/place/detail?uid=108a0d416d01fb32d7851f9e&output=html&source=placeapi_v2","6","","",""
143,"广易商行烟酒茶","南十里居30","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7a7a1b6e185eaf4a82a12e7f&output=html&source=placeapi_v2","4","","",""
144,"华宇烟酒茶","朝阳区麦子店街78号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=a1ea105c29869180430245bd&output=html&source=placeapi_v2","5","","",""
145,"烟酒茶超市","石佛营东里132号院2","(010)85856785","购物;商铺","http://api.map.baidu.com/place/detail?uid=43b7e8899319476a58f6be44&output=html&source=placeapi_v2","9","","5",""
146,"烟酒茶超市","八里庄南里8号底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ba26b13ab35df1504bcc4ac0&output=html&source=placeapi_v2","5","","4",""
