"序号","名称","地址","电话","标签","百度链接","图片数量","营业时间","总体评分","签到数"
19,"仙牌灵芝茶良乡专卖店","北京市房山区良乡北关东路14号楼底商","(010)69372448","购物;商铺","http://api.map.baidu.com/place/detail?uid=5179302eee65f80ab34c49c9&output=html&source=placeapi_v2","1","","",""
20,"甘茶度(良乡华冠购物中心店)","北关西路华冠购物中心B1层（呷哺旁边）","13911790012","美食;蛋糕甜品店","http://api.map.baidu.com/place/detail?uid=29f4e0754260cf1eab0dd866&output=html&source=placeapi_v2","112","","4.7",""
21,"长虹烟酒","良乡南关东路3号楼底商","(010)69351032","购物;商铺","http://api.map.baidu.com/place/detail?uid=7e366ecf11ff1155cc06a4b8&output=html&source=placeapi_v2","6","","",""
22,"时雨轩茶文玩","北京市房山区拱辰大街物华百汇儿童购物广场1层","13691012989","购物;商铺","http://api.map.baidu.com/place/detail?uid=e4d2b5aeccfd68c5940319c7&output=html&source=placeapi_v2","2","","",""
23,"茶马小栈","北京近郊京周路(苏园车站过街天桥北边)","(010)61377690","美食;中餐厅","http://api.map.baidu.com/place/detail?uid=22473a4b8cf8db365e0d021a&output=html&source=placeapi_v2","235","","4.5",""
24,"烟酒茶行","北京市房山区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b94334759765d41ed618b757&output=html&source=placeapi_v2","2","","",""
25,"泰和轩茶酒烟","长虹西路47附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=3301fb7b13383221e812e4d0&output=html&source=placeapi_v2","3","","",""
26,"忆品天香茶行","良乡西路月华小区底商12幢3单元101","(010)60381032","购物;商铺","http://api.map.baidu.com/place/detail?uid=78bd50f7d19ed84231870a20&output=html&source=placeapi_v2","4","","",""
27,"金百万茶餐厅","房山区良乡西潞北大街1号","010-89366388","美食;中餐厅","http://api.map.baidu.com/place/detail?uid=d52831f9bfebf4be2efaa7c8&output=html&source=placeapi_v2","866","","4",""
28,"北京聚尚阁摄影工作室","广安门外茶马街第三区1号楼9层907室(马连道家乐福)","13911958401,(010)63252313","生活服务","http://api.map.baidu.com/place/detail?uid=a5dee751d2a9f49796f08c7b&output=html&source=placeapi_v2","1","","",""
29,"京福茶行","芦丰路与西芦城村东大街交叉口西南150米","","购物;商铺","http://api.map.baidu.com/place/detail?uid=57337b24fb53c4e4accb665c&output=html&source=placeapi_v2","1","","",""
30,"恒久烟酒茶行","黄村西芦城邮局斜对面","","购物;商铺","http://api.map.baidu.com/place/detail?uid=eff147c42579154349fd3f5e&output=html&source=placeapi_v2","2","","",""
31,"烟酒茶","富强路132号","","购物","http://api.map.baidu.com/place/detail?uid=c3fd4817348d6edaf7b9167e&output=html&source=placeapi_v2","1","","",""
32,"烟酒茶商行","北京市大兴区双河南巷","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b57ed8b4d2e940e0b04c49cb&output=html&source=placeapi_v2","4","","",""
33,"诚信烟酒茶","观音寺街与双观巷交叉口东北角","","购物;商铺","http://api.map.baidu.com/place/detail?uid=22839212abb21fccbe4842bd&output=html&source=placeapi_v2","3","","2",""
34,"烟酒茶专营","北京市大兴区","15910714077","购物;商铺","http://api.map.baidu.com/place/detail?uid=f4910687954757d9bf484222&output=html&source=placeapi_v2","1","","",""
35,"烟酒茶专营","丽园路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=c297dab263439269fda778f1&output=html&source=placeapi_v2","3","","",""
36,"宏利烟酒茶","市场路117号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=0f31fdbe07ff45f7455726f6&output=html&source=placeapi_v2","2","","0",""
37,"烟酒茶商贸","黄村中里1号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=4efb019cbd31381ded74f88b&output=html&source=placeapi_v2","4","","",""
38,"烟酒茶超市","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=bb0ea7bdd03c56ea8a36ee38&output=html&source=placeapi_v2","1","","",""
39,"烟酒茶专营","骏城小区南门","","购物;商铺","http://api.map.baidu.com/place/detail?uid=dda440f3627b568754bffffc&output=html&source=placeapi_v2","3","","",""
40,"烟酒茶商贸","黄村西大街163","","购物;商铺","http://api.map.baidu.com/place/detail?uid=f3e927d043b6a1080e3dda3b&output=html&source=placeapi_v2","1","","0",""
41,"烟酒茶超市","大兴区兴政西里33号楼2单元102室","18513067173,(010)69247984","购物;商铺","http://api.map.baidu.com/place/detail?uid=d94560455cf5ca20e8e58273&output=html&source=placeapi_v2","5","","",""
42,"烟酒茶超市","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=1f5110dc4f272d982806ce8e&output=html&source=placeapi_v2","3","","",""
43,"富源烟酒茶","兴丰","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ffd6d40315071ff217b54b2b&output=html&source=placeapi_v2","1","","",""
44,"不羡烟酒茶连锁店","富强路黄村中里1号楼一层底商","(010)69226114","购物;商铺","http://api.map.baidu.com/place/detail?uid=f968433007dc66fb2202201b&output=html&source=placeapi_v2","27","","",""
45,"洋河蓝色经典烟酒茶","北京市大兴区富强西路132号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=738602e8c6b6fdb2077ce8ad&output=html&source=placeapi_v2","2","","",""
46,"洋河蓝色经典烟酒茶","北京市大兴区富强路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ba7422a4fe7a4b473310af3d&output=html&source=placeapi_v2","6","","",""
47,"洋河蓝色经典烟酒茶商城","兴盛园13号楼59号","18610227007","购物;商铺","http://api.map.baidu.com/place/detail?uid=ed5ff8bb107bdc5214b54b36&output=html&source=placeapi_v2","13","","",""
48,"百年牛栏山诚信烟酒茶","滨河街新媒体技师学院航空服务专业部","","购物;商铺","http://api.map.baidu.com/place/detail?uid=0e9b02ecf497ebed0782c212&output=html&source=placeapi_v2","3","","",""
49,"烟酒茶直销(兴政家园东北)","兴华大街27号(兴政家园东北)","","购物;超市","http://api.map.baidu.com/place/detail?uid=d9ffbba21f33195edbeced72&output=html&source=placeapi_v2","4","","",""
50,"烟酒茶商行","兴华大街71号附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=159cad6150c47a4e4afd3f29&output=html&source=placeapi_v2","2","","",""
51,"烟酒茶商行","兴华北路78号院81","","购物;商铺","http://api.map.baidu.com/place/detail?uid=614fb3252a0c8e0b09ccdd06&output=html&source=placeapi_v2","3","","",""
52,"舒元烟酒茶行","海子角东街附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=e82320c9f8cc1f05e8e5824e&output=html&source=placeapi_v2","2","","",""
53,"国锐烟酒茶商行","黄村西大街143号","(010)69269584","购物;商铺","http://api.map.baidu.com/place/detail?uid=c1bcd9f9a1e6a0b4cbfa5f31&output=html&source=placeapi_v2","5","","",""
54,"丽园烟酒茶商行","丽园路30-3","(010)69269702","购物;商铺","http://api.map.baidu.com/place/detail?uid=8825a6f774329d20ad31e505&output=html&source=placeapi_v2","1","","",""
55,"精品烟酒茶专营","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=31eb7c1ef30e145ff7e73b48&output=html&source=placeapi_v2","1","","",""
56,"鸿利来烟酒茶行","车站中里27号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ed932468f7690173744ff14b&output=html&source=placeapi_v2","3","","",""
57,"徐氏烟酒茶商行","富强路80号","(010)69233177","购物;商铺","http://api.map.baidu.com/place/detail?uid=aa66e9da923ea67be6e96538&output=html&source=placeapi_v2","7","","",""
58,"福顺烟酒茶超市","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=573be332e7c3e5051811d5b2&output=html&source=placeapi_v2","2","","0",""
59,"板城和顺烟酒茶","北京市大兴区兴丰大街三段33号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=558f17330aa117f39cf779b7&output=html&source=placeapi_v2","1","","",""
60,"国窖1573烟酒茶超市","京开路102","","购物;商铺","http://api.map.baidu.com/place/detail?uid=4ac1969a30b41b10c17da2b4&output=html&source=placeapi_v2","1","","",""
61,"国窖1573烟酒茶超市","金星西路12-1号楼附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=1657d484f5e727f409b93aab&output=html&source=placeapi_v2","1","","",""
62,"烟酒茶营业厅","北京市大兴区兴政西里33号楼6单元101","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7fa83d2354b5b2f79ee32127&output=html&source=placeapi_v2","3","","",""
63,"大兴烟酒茶超市","康庄路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7c5e480b1be372caacb22aa8&output=html&source=placeapi_v2","3","","",""
64,"三好茶博汇(NO.0119)","兴丰北大街首邑上城北门底商","13810932393","购物;商铺","http://api.map.baidu.com/place/detail?uid=5b8509faedc51c597169d3bb&output=html&source=placeapi_v2","2","","",""
65,"玛尔斯健身茶","北京市大兴区车站北里甲29号楼5单元102","(010)56274167","运动健身;健身中心","http://api.map.baidu.com/place/detail?uid=c355894da5a60e9116c905e0&output=html&source=placeapi_v2","1","","2.1",""
66,"找茶(火神庙店)","北京市大兴区利泽中二路王府井百货3层","18642255775","美食;蛋糕甜品店","http://api.map.baidu.com/place/detail?uid=2d0c3827ff39c19c2bd7ab8d&output=html&source=placeapi_v2","93","","4.4",""
67,"福建茶行(团河路)","团河路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=faf1ac687c3a542d364aaed4&output=html&source=placeapi_v2","1","","",""
68,"茗山生态茶(北京旗舰店)","黄村西大街65-16号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=106ed78e4e46c6325e17c3e1&output=html&source=placeapi_v2","3","","",""
69,"铭茶阁","康和园163楼-8","","美食;茶座","http://api.map.baidu.com/place/detail?uid=4859bc163bb24403c9fa5fc7&output=html&source=placeapi_v2","1","","0",""
70,"茶一坊","北京大兴区广阳大街","(010)60216556","美食;茶座","http://api.map.baidu.com/place/detail?uid=f6128cca243d772ae812e447&output=html&source=placeapi_v2","7","","4",""
71,"林记茶行","北京市大兴区兴华大街三段3号百联清城国际购物中心B1层","","购物;商铺","http://api.map.baidu.com/place/detail?uid=95e09a8e9cf02ceec33644d4&output=html&source=placeapi_v2","1","","0",""
72,"烟酒茶行","北京市大兴区彩虹新城东门","","购物","http://api.map.baidu.com/place/detail?uid=fb5cb2706badc9d6c9fa5ff2&output=html&source=placeapi_v2","1","","0",""
73,"烟酒茶行","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=49813281a66d50779d82ea18&output=html&source=placeapi_v2","8","","",""
74,"温馨茶吧","义平路78号附近","","美食;茶座","http://api.map.baidu.com/place/detail?uid=3dfdb658a7958ada471a3206&output=html&source=placeapi_v2","1","","",""
75,"意顺烟酒茶行","黄村西里20","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6e757ce1660b1a04c7f025e8&output=html&source=placeapi_v2","1","","",""
76,"泓博烟酒茶行","黄村西大街115号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=660783066204fae31ef74d82&output=html&source=placeapi_v2","2","","",""
77,"丽园烟酒茶行","黄村镇丽园C区一层","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ff0dff9d28afdaafa4c756fe&output=html&source=placeapi_v2","1","","",""
78,"诚信烟酒茶行","兴华北路78号院129号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7df111b7a11f299da4c75646&output=html&source=placeapi_v2","4","","5",""
79,"辉煌烟酒茶行","黄安路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b27d5229151c1c6d7dc87675&output=html&source=placeapi_v2","3","","",""
80,"兴政三味茶屋","兴政街50-12商铺","","购物;商铺","http://api.map.baidu.com/place/detail?uid=043675e2452cb9b3e6073840&output=html&source=placeapi_v2","7","","4",""
81,"诚信烟酒茶行","兴丰街道兴业大街三合南里小区东门2号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=8ff9242bed0423f9b320a8ad&output=html&source=placeapi_v2","4","","",""
82,"似水年华咖啡茶","兴华北路(二段)78号院14","(010)69231211","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=b9843aad87563c101d1d113e&output=html&source=placeapi_v2","9","","5",""
83,"彩虹豆豆烟酒茶行","丽园路南50米","","购物;商铺","http://api.map.baidu.com/place/detail?uid=de5a220f8162fb6b88f15de3&output=html&source=placeapi_v2","2","","",""
84,"乐食派 麻辣香锅.甜品 下午茶","北京市大兴区黄村东大街火神庙国际商业中心Ｅ座1层","(010)81290437","美食;中餐厅","http://api.map.baidu.com/place/detail?uid=43b7e8896f95b37358f6be2b&output=html&source=placeapi_v2","364","","4.4",""
85,"吉利永昌烟酒茶超市","三台路与盛顺街交叉口西北100米","","购物;商铺","http://api.map.baidu.com/place/detail?uid=a383940129c48da571455b31&output=html&source=placeapi_v2","3","","",""
86,"烟酒茶商行","西红门新建村新康中路3号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6e6e8eb324490c28100daa38&output=html&source=placeapi_v2","3","","",""
87,"板城和顺烟酒茶","北京市大兴区团河路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=8fdbecdf8278a6b7fda77805&output=html&source=placeapi_v2","2","","",""
88,"烟酒茶行","兴亦路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=2ab0e1082e1e153e240bd072&output=html&source=placeapi_v2","2","","",""
89,"烟酒茶超市","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=e349421c8103c9454002455c&output=html&source=placeapi_v2","3","","0",""
90,"南红门烟酒茶商行","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=aa33bc8fd5a5d4f0b04c4934&output=html&source=placeapi_v2","3","","0",""
91,"红日发烟酒茶超市","京福路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=be903d0181f1ee5fdc1e522c&output=html&source=placeapi_v2","10","","",""
92,"烟酒茶专营","北京市通州区漷马路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=bcc682674b633f223617dc1a&output=html&source=placeapi_v2","2","","",""
93,"烟酒茶超市","北京市通州区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=fd007c5e68996375a8f7296a&output=html&source=placeapi_v2","5","","0",""
94,"烟酒茶超市","马驹桥镇温馨家园东区2B号楼底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=1ac174d3e8302c5c72210b95&output=html&source=placeapi_v2","2","","",""
95,"迎鹤之星烟酒茶商行","北京市通州区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=5f3928eef5e308d314948ebb&output=html&source=placeapi_v2","1","","0",""
96,"迎驾之星烟酒茶行","北京市通州区辛房路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=3b6770405907be2572210b88&output=html&source=placeapi_v2","2","","0",""
97,"昊羽烟酒茶","史村路与漷马路交叉口东100米","","购物;商铺","http://api.map.baidu.com/place/detail?uid=204ea8326a9f48cd2ce67bde&output=html&source=placeapi_v2","3","","",""
98,"烟酒茶超市","北京市通州区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=1723861eae7366a69c82ea59&output=html&source=placeapi_v2","1","","0",""
99,"杨子茶行","北京市丰台区新苑路","","购物;商铺","",0,"","",""
100,"明月华屋茶行","福宫路42附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=2a49b938dc554207f33cbad8&output=html&source=placeapi_v2","2","","",""
101,"朱家坟烟酒茶超市","云岗路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=c534d09a9d1bbb771894c63d&output=html&source=placeapi_v2","2","","0",""
102,"岸枫庭港式休闲茶餐厅","长阳镇首创奥特莱斯F2层","","美食;中餐厅","http://api.map.baidu.com/place/detail?uid=c1e57d6463b3a8890e0e6bc5&output=html&source=placeapi_v2","467","","3",""
103,"商辉烟酒茶","芦花路32号附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=3a32241ff4e99f7a7f29bd43&output=html&source=placeapi_v2","16","","",""
104,"鑫源烟酒茶","优龙路洋房小镇附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=c807f6fcbd91337a2cb17e3f&output=html&source=placeapi_v2","9","","",""
105,"金港超市烟酒茶商行","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=05d239b3fc98214e0b1cc738&output=html&source=placeapi_v2","3","","",""
106,"木森茶之家","北京市大兴区狼垡东路美联乐家超市2层","","购物","http://api.map.baidu.com/place/detail?uid=082993df48df5d99120daaae&output=html&source=placeapi_v2","1","","",""
107,"烟酒茶超市","宏旭路278号(月桂庄园西南)","(010)60296017","购物;商铺","http://api.map.baidu.com/place/detail?uid=390bea2cff756e872ce67b34&output=html&source=placeapi_v2","4","","",""
108,"烟酒茶超市","双高路153号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ff1b0cab7c5acc152afc4832&output=html&source=placeapi_v2","3","","",""
109,"乐园烟酒茶超市","乐园路29号院21","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b0b46722348078a79122e038&output=html&source=placeapi_v2","1","","",""
110,"烟酒茶专营","北京市大兴区宏盛路209号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=da2d5e1ba40e4fb00b69d9f2&output=html&source=placeapi_v2","3","","",""
111,"五粮春烟酒茶专营","鸿坤·理想城南区鸿坤·理想城大满贯","","购物;商铺","http://api.map.baidu.com/place/detail?uid=c5954339c77977c9e9f853ab&output=html&source=placeapi_v2","5","","",""
112,"北京鼎耀茶科技有限公司","四环至五环之间西红门路10号","","公司企业","http://api.map.baidu.com/place/detail?uid=593850fb00399120df1e52d5&output=html&source=placeapi_v2","1","","",""
113,"乾红.早春茶","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=261229ae2b2470f625e0a08e&output=html&source=placeapi_v2","1","","0",""
114,"医道茶茶馆","北京市大兴区兴丰大街","","美食;茶座","http://api.map.baidu.com/place/detail?uid=f0a055962352062feaf8531b&output=html&source=placeapi_v2","1","","5",""
115,"甘茶度(鸿坤店)","北京市大兴区宏福路鸿坤广场3层","18701361531","美食;蛋糕甜品店","http://api.map.baidu.com/place/detail?uid=931819e18497f54d1df74d73&output=html&source=placeapi_v2","35","","4.4",""
116,"新北茶语(高米店南店)","金星西路3号缤纷绿地城B101(近西斯莱公馆绿地商业中心保利国际影城缤纷城店)","13911759209","美食;茶座","http://api.map.baidu.com/place/detail?uid=b5c78724aa31a979c51b75cf&output=html&source=placeapi_v2","7","","",""
117,"悠乐果茶餐厅","新发地京良路甲5号","4007006068","购物;商铺","http://api.map.baidu.com/place/detail?uid=37441e3752d1b9a83ce2317b&output=html&source=placeapi_v2","10","","4.8",""
118,"烟酒茶行","福伟路8-临37号附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=24743aa80d0c3c86a6da39e5&output=html&source=placeapi_v2","13","","",""
119,"国超茶行","乐园路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=245d4b29aed9bdc6a4c7568e&output=html&source=placeapi_v2","1","","",""
120,"烟酒茶行","宏大中园3-4号附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=4f2e1ad8dbe92d50fe0eb036&output=html&source=placeapi_v2","3","","",""
121,"贡茶GONGCHA","北京市大兴区宏福西路荟聚西红门购物中心3层","","美食","http://api.map.baidu.com/place/detail?uid=a28de6bfc0c6012e4bcc4acc&output=html&source=placeapi_v2","1","","0",""
122,"吴裕泰茶荘","西红门镇兴海家园住宅小区欣旺大街99号","(010)60233469","购物;商铺","http://api.map.baidu.com/place/detail?uid=34e485081e1a2ce2d8d891ea&output=html&source=placeapi_v2","4","","4",""
123,"微茶养身馆(大兴店)","金地仰山东区10号楼1单元201室","18600073998","美食","http://api.map.baidu.com/place/detail?uid=a7e7bf0779425e489a005039&output=html&source=placeapi_v2","1","","",""
124,"贡茶(荟聚购物中心店)","北京市大兴区西红门镇欣宁街15号6-03-10-R-B","18513365186","美食","http://api.map.baidu.com/place/detail?uid=ce89f6e012eaf84676e5b676&output=html&source=placeapi_v2","1","","",""
125,"烟酒茶","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6dbcf0b74058c822e912e4bf&output=html&source=placeapi_v2","8","","0",""
126,"烟酒茶专营","北京市丰台区南苑东路","(010)67963142","购物;商铺","http://api.map.baidu.com/place/detail?uid=cb51e861e3ccbfcc08f5eb30&output=html&source=placeapi_v2","5","","",""
127,"烟酒茶超市","北京市丰台区警备东路17号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=40258755b79994d4b33c81e1&output=html&source=placeapi_v2","1","","",""
128,"烟酒茶专营","北京市大兴区金荣园小区2期","13522464333","购物;商铺","http://api.map.baidu.com/place/detail?uid=1a4414fde83e39ec45e2746a&output=html&source=placeapi_v2","3","","",""
129,"烟酒茶超市","金安路15号(轮回旱冰广场西北)","","购物;商铺","http://api.map.baidu.com/place/detail?uid=5381b1c60d67359d0ab93a99&output=html&source=placeapi_v2","3","","",""
130,"烟酒茶超市","金大路4号附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=2fd2beabeca481517adbd252&output=html&source=placeapi_v2","9","","",""
131,"闻品香茗茶","有余庄路北50米","(010)67955083","购物;商铺","http://api.map.baidu.com/place/detail?uid=741e2bca30cea7d6ca291510&output=html&source=placeapi_v2","5","","",""
132,"闻品香茗茶","北京市大兴区和义东里六区甲8号世纪家家福生活广场正门B1层","","购物;商铺","http://api.map.baidu.com/place/detail?uid=5cc7ecbba0352a8e07fef500&output=html&source=placeapi_v2","2","","",""
133,"金地烟酒茶商行","北京市丰台区南苑民俗旅游文化街西82号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=f52cdd7bd559c562283a9f13&output=html&source=placeapi_v2","4","","4",""
134,"烟酒茶超市","东高地斜街东高地文体活动中心对面(东高地文体活动中心南)","","购物;商铺","http://api.map.baidu.com/place/detail?uid=bd06d93d7fc1fdda22f01777&output=html&source=placeapi_v2","8","","",""
135,"烟酒茶营业厅","北京市丰台区新华路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=64a380d24ba4547cc7f50d70&output=html&source=placeapi_v2","2","","",""
136,"安康永兴烟酒茶","丰台区四营门镇东1号","(010)67963142,(010)67963142,(010)67958841","购物;商铺","http://api.map.baidu.com/place/detail?uid=89ec778bd08a3f0c57bfff37&output=html&source=placeapi_v2","2","","",""
137,"烟酒茶行","金大路1号附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=00a91ad467b093c26e20b9b8&output=html&source=placeapi_v2","1","","",""
138,"烟酒茶","小红门路(兴南大厦西北)","","购物;商铺","http://api.map.baidu.com/place/detail?uid=15cc458ab430bce10d3dda66&output=html&source=placeapi_v2","2","","",""
139,"精品烟酒茶超市","旧头路31号","010-52387234","购物;商铺","http://api.map.baidu.com/place/detail?uid=f9fd6062f245e4620f0e6b27&output=html&source=placeapi_v2","4","","4.5",""
140,"烟酒茶专营","北京市大兴区黄亦路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b388f9fd01634c41b25c6ae3&output=html&source=placeapi_v2","2","","",""
141,"烟酒茶专营","北京市大兴区庑殿路39号2","","购物;商铺","http://api.map.baidu.com/place/detail?uid=d7fd2ad368939f570bccdd52&output=html&source=placeapi_v2","16","","3",""
142,"烟酒茶商贸","旧宫镇旧忠路47号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=c4b186781b522328157643c4&output=html&source=placeapi_v2","6","","",""
143,"烟酒茶商行","富源里3号","(010)67893223","购物;商铺","http://api.map.baidu.com/place/detail?uid=5dbb770b10a443bc6fa3ccbd&output=html&source=placeapi_v2","13","","",""
144,"小红马烟酒茶","贵园路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=257b78b3765b5e03b020a8b0&output=html&source=placeapi_v2","5","","",""
145,"天地人和烟酒茶超市","北京市大兴区万源北路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=788da25e81f435f9f50e77ea&output=html&source=placeapi_v2","1","","",""
146,"烟酒茶商行","小红门路136号(兴南大厦西北)","","购物","http://api.map.baidu.com/place/detail?uid=f1595b22939c08bb1c38944a&output=html&source=placeapi_v2","9","","",""
147,"烟酒茶商行","天华西路","18910635199","购物;商铺","http://api.map.baidu.com/place/detail?uid=275295c8adb2a8d8f8221355&output=html&source=placeapi_v2","8","","4.5",""
148,"烟酒茶商行","旧宫德茂佳苑1号楼3单元","","购物;商铺","http://api.map.baidu.com/place/detail?uid=72e5e17dbeee4e7cc3364494&output=html&source=placeapi_v2","14","","",""
