"序号","名称","地址","电话","标签","百度链接","图片数量","营业时间","总体评分","签到数"
26,"浙江金华茶庄","北京丰台区长辛店大街72号","(010)83875957","购物;商铺","http://api.map.baidu.com/place/detail?uid=dffd4642d1efb0b23c9a5e3f&output=html&source=placeapi_v2","4","","",""
27,"一顺龙茶庄","北京丰台区长辛店大街185号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=9f97b1c5194d4906b64f543f&output=html&source=placeapi_v2","1","","",""
28,"众品德茶庄","长辛店大街246附近","","购物","http://api.map.baidu.com/place/detail?uid=679a9dbdfaad42d53fe231b0&output=html&source=placeapi_v2","2","","",""
29,"兴正茶庄","长辛店大街139附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=f4639944b5a6864a4e5547b7&output=html&source=placeapi_v2","3","","5",""
30,"瑞闽丰茶庄","北京丰台区长辛店大街","13141377029","购物;商铺","http://api.map.baidu.com/place/detail?uid=2848ffd65601ca7249cc4a99&output=html&source=placeapi_v2","5","","",""
31,"张一元茶庄(卢沟桥店)","北京市丰台区卢沟桥南里10号楼4楼底商1层3号(新月家园4楼底商)","(010)83200688","购物;商铺","http://api.map.baidu.com/place/detail?uid=c8e8f6333209f675ab0dd855&output=html&source=placeapi_v2","9","","4",""
32,"吴裕泰茶庄","卢沟桥晓月中路新月家园底商（新月家园小区）","010-83218288","购物;商铺","http://api.map.baidu.com/place/detail?uid=5e2c92eb3ea86d912bb97c03&output=html&source=placeapi_v2","8","","3",""
33,"茗悦茶庄","北京市丰台区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b9e006947becac51ab0dd8ea&output=html&source=placeapi_v2","3","","",""
34,"张一元茶庄(怡海花园店)","丰台区怡海花园怡海路3-02号(近欧尚超市)","(010)63753287","购物;商铺","http://api.map.baidu.com/place/detail?uid=46e86fdd8e1b6e76d13ce3d6&output=html&source=placeapi_v2","12","","4.5",""
35,"张一元茶庄桥南店","丰台区丰台南路116号院4号楼(中国烟草)","(010)63751183","购物;商铺","http://api.map.baidu.com/place/detail?uid=00f1c7fbad52b706c056acc9&output=html&source=placeapi_v2","6","","5",""
36,"吴裕泰茶莊","北京市丰台区丰台镇新华街五里4号楼","010-63788805","购物;商铺","http://api.map.baidu.com/place/detail?uid=2ad32cc3aedec2969c95de86&output=html&source=placeapi_v2","10","","4.6",""
37,"吴裕泰茶庄","丰台区樊家村万年花城4号楼0102号(三环夏家胡同)","(010)83610443","购物;商铺","http://api.map.baidu.com/place/detail?uid=f696f3c279c5b2f21b11d5c3&output=html&source=placeapi_v2","9","","4",""
38,"峨眉千佛茶楼","北京丰台区南四环西路188号三区12号楼","","美食;茶座","http://api.map.baidu.com/place/detail?uid=c43d64b48188c228d72ce2a9&output=html&source=placeapi_v2","1","","",""
39,"吴裕泰茶庄","银地家园33号楼1层06底商吴裕泰茶庄","(010)83713998","购物;商铺","http://api.map.baidu.com/place/detail?uid=956b0af10d182ad2ae0457e3&output=html&source=placeapi_v2","4","","5",""
40,"张一元茶庄(新发地店)","丰台区银地家园4号楼2号底商","(010)83721266","购物;商铺","http://api.map.baidu.com/place/detail?uid=593850fbae1a7f44df1e52d6&output=html&source=placeapi_v2","8","","4",""
41,"清香苑茶楼","丰台南路新村一里彩虹街区3号楼15号底商(近九头鸟酒家)","(010)57167801","美食;茶座","http://api.map.baidu.com/place/detail?uid=9200761088cb61af3010aff2&output=html&source=placeapi_v2","63","","4",""
42,"京华茶庄","新华街向阳街交叉路口向北100路东","15010566209","购物;商铺","http://api.map.baidu.com/place/detail?uid=23f5ca3f39485487465726f0&output=html&source=placeapi_v2","4","","",""
43,"佳韵茶庄","首经贸中街附近","","","",,"","",""
44,"闽春茶庄","看丹路13-5号","13661165878","购物","http://api.map.baidu.com/place/detail?uid=97a0bb193d7fba6c6140a919&output=html&source=placeapi_v2","7","","5",""
45,"千岛茉莉茶楼","北京市丰台区角门18号枫竹苑二区1号楼2层201、202(公益桥名流未来大厦2层)","(010)67042196","美食;茶座","http://api.map.baidu.com/place/detail?uid=ee69ce0071e10fa81d1d1134&output=html&source=placeapi_v2","88","","4.3",""
46,"吴裕泰茶庄","丰台区草桥东路16-4","(010)67504422","购物;商铺","http://api.map.baidu.com/place/detail?uid=a7c56ee0401632aaa2acc486&output=html&source=placeapi_v2","12","","5",""
47,"吴裕泰茶庄","北京市丰台区马家堡路154号院底商","(010)67580485","购物;商铺","http://api.map.baidu.com/place/detail?uid=d82d6697dd24c1bfd518b7c4&output=html&source=placeapi_v2","18","","3.5",""
48,"张一元茶庄","北京市丰台区草桥欣园一区五号楼S03号","010-87583363","购物;商铺","http://api.map.baidu.com/place/detail?uid=1eeed546b82697ebb5147fd9&output=html&source=placeapi_v2","8","","4.1",""
49,"张一元茶庄（角门店）","马家堡路154号院3","(010)87595189","购物;商铺","http://api.map.baidu.com/place/detail?uid=edc126d747299ab8b6147fd4&output=html&source=placeapi_v2","5","","",""
50,"清风阁茶庄","角门南站西马小区底商","13051361367,13552024450","购物;商铺","http://api.map.baidu.com/place/detail?uid=70367abc52be80fc4f6d4628&output=html&source=placeapi_v2","3","","5",""
51,"张一元茶庄","丰台区马家堡西路11号(美廉美超市嘉园店向北30米)","(010)67568639","购物;商铺","http://api.map.baidu.com/place/detail?uid=0a15c7ecd5fdeee5ed74f826&output=html&source=placeapi_v2","14","","4",""
52,"慧泰新德茶庄","北京市丰台区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b40c79c05a875a2e43e19255&output=html&source=placeapi_v2","7","","5",""
53,"福缘禄茶庄","南苑西路76附近","13801265097","购物;商铺","http://api.map.baidu.com/place/detail?uid=2684f8400fac9048a2a93440&output=html&source=placeapi_v2","10","","",""
54,"吴裕泰茶莊","北京市丰台区政馨园三区6","010-87687608,13911759595","购物;商铺","http://api.map.baidu.com/place/detail?uid=3ba090396198d2ee9e95dee6&output=html&source=placeapi_v2","26","","4.6",""
55,"华诚烟酒行京城茶庄","成寿寺路149号院3","","购物;商铺","http://api.map.baidu.com/place/detail?uid=ceeee4ed219fe463b04c496b&output=html&source=placeapi_v2","10","","",""
56,"张一元茶庄(和义店)","商房南排3号(近首航超市)","(010)67957530","购物;商铺","http://api.map.baidu.com/place/detail?uid=a7c56ee02bac4faaa3acc46c&output=html&source=placeapi_v2","15","","",""
57,"吴裕泰茶庄","丰台区南苑路25号中国电信南侧","(010)67037673","购物;商铺","http://api.map.baidu.com/place/detail?uid=d5060feff4d5e88b471a3222&output=html&source=placeapi_v2","2","","",""
58,"吴裕泰茶庄（石榴园店）","北京市丰台区石榴园北里49号","010-87208464","购物;商铺","http://api.map.baidu.com/place/detail?uid=96b672aa5025406ccf04ef86&output=html&source=placeapi_v2","4","","4",""
59,"京华茶庄","北京市南顶路6号","18701365820","购物;商铺","http://api.map.baidu.com/place/detail?uid=29c7777ada5e936cc61e51c7&output=html&source=placeapi_v2","8","","5",""
60,"鼎兴缘茶莊","北京市丰台区","","","",,"","",""
61,"鼎兴缘茶庄","北京市丰台区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=600d2f8cd54811845d17c3e6&output=html&source=placeapi_v2","5","","",""
62,"吴裕泰茶庄","北京市大兴区旧宫镇小红门路39号永辉超市1楼(近宣颐家园)","010-53712600","购物;商铺","http://api.map.baidu.com/place/detail?uid=d5f93c0e92663f45eddfca15&output=html&source=placeapi_v2","8","","4",""
63,"吴裕泰茶庄","朝阳区小红门鸿博家园一期B区8号楼4单元底商吴裕泰茶庄","(010)67683671","购物;商铺","http://api.map.baidu.com/place/detail?uid=420951e854661f71bda240fa&output=html&source=placeapi_v2","3","","",""
64,"江南春茶庄","十八里店乡吕家营村中国联通旁","","购物;商铺","http://api.map.baidu.com/place/detail?uid=8e4835ddd7b04b0057bfffb7&output=html&source=placeapi_v2","7","","",""
65,"久品茶庄","小红门乡小红门路","","购物","http://api.map.baidu.com/place/detail?uid=c8e8f63334e1f475ab0dd86d&output=html&source=placeapi_v2","4","","",""
66,"吴裕泰茶庄豆各庄店","豆各庄乡黄厂南里1号院底商","(010)59640880","购物;商铺","http://api.map.baidu.com/place/detail?uid=5ae5cbc5d396c1995d0d02cf&output=html&source=placeapi_v2","2","","5",""
67,"汲香阁茶楼","豆各庄地区黄厂南里3号院","18811766190","休闲娱乐","http://api.map.baidu.com/place/detail?uid=77992edf645438883010afc8&output=html&source=placeapi_v2","6","","5",""
68,"馨裕茶庄","大兴区康化路986号新纪元东门(近新纪元石材市场)","(010)87333811","美食","http://api.map.baidu.com/place/detail?uid=70962fb9b3fd8585a5da3908&output=html&source=placeapi_v2","8","","4.8",""
69,"溢香茶庄","北京大兴区西直河村路","(010)87334877","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8d4dfdf0e322c0f7069d3ef&output=html&source=placeapi_v2","1","","5",""
70,"溢香茶庄","北京市朝阳区王家村561","","购物","http://api.map.baidu.com/place/detail?uid=e2c22c406bceb810ad080fec&output=html&source=placeapi_v2","6","","",""
71,"北厂茶庄","北京丰台区张郭庄南路42号","13718179802","购物;商铺","http://api.map.baidu.com/place/detail?uid=d991e11694f267281f38943a&output=html&source=placeapi_v2","7","","",""
72,"张一元茶庄丰台路口分店","西四环南路19号(中复电讯旁)","(010)63811154","购物;商铺","http://api.map.baidu.com/place/detail?uid=afc58be83563fa8728d7abee&output=html&source=placeapi_v2","9","","4.8",""
73,"自在阁茶楼","岳各庄梅市口路西府景园底商406号（近红星美凯龙）","(010)83658921","美食;茶座","http://api.map.baidu.com/place/detail?uid=b3aa435db3d17712147643bc&output=html&source=placeapi_v2","20","","5",""
74,"宛平奇石茶楼","城内街2号","","美食;茶座","http://api.map.baidu.com/place/detail?uid=79cceb366c304ff71f5800a8&output=html&source=placeapi_v2","9","","4",""
75,"吴裕泰茶庄（青塔店）","青塔西路58号院珠江峰景北门底商（梅市口路）","010-63878507","购物;商铺","http://api.map.baidu.com/place/detail?uid=2527be1edb5b25aa4afc8d04&output=html&source=placeapi_v2","12","","3",""
76,"吴裕泰(盈融茶庄店)","美域家园北区5号北京城乡超市小屯店1层","010-68607872","购物;商铺","http://api.map.baidu.com/place/detail?uid=ff0f2900f4d9a32d7bf79671&output=html&source=placeapi_v2","5","","",""
77,"泉香铭茶庄","天安街5号附近","(010)68242626","购物;商铺","http://api.map.baidu.com/place/detail?uid=786e0ae10a0617f59900503e&output=html&source=placeapi_v2","4","","",""
78,"金澜茶楼","青塔西路50附近","","美食;茶座","http://api.map.baidu.com/place/detail?uid=5a73731959f882e2157643db&output=html&source=placeapi_v2","6","","",""
79,"京华茶庄","马连道路11号家乐福斜对面","(010)63260708","购物;商铺","http://api.map.baidu.com/place/detail?uid=f1f5cac51a0f338136b06c42&output=html&source=placeapi_v2","12","","3.5",""
80,"金黄山茶庄","马连道路6号院-4-9","(010)81866958","购物;商铺","http://api.map.baidu.com/place/detail?uid=49d959389c09275ac61e51c5&output=html&source=placeapi_v2","12","","4.7",""
81,"吴裕泰茶庄","广外马连道路6号院5-13北京国际茶城大门北侧第一间","(010)63344895","购物;商铺","http://api.map.baidu.com/place/detail?uid=46e86fddbecb1e76d03ce386&output=html&source=placeapi_v2","8","","3.8",""
82,"一曲水茶楼(万丰路店)","北京市丰台区望园东里31号楼103室","(010)83733587","美食;茶座","http://api.map.baidu.com/place/detail?uid=5c56edd669e14743a0d230f8&output=html&source=placeapi_v2","30","","5",""
83,"张一元茶庄(三环新城分店)","北京市丰台区丰桥路三环新城8号院甲1-15底商","(010)83630796","购物;商铺","http://api.map.baidu.com/place/detail?uid=5c56edd66ddd4343a0d230bc&output=html&source=placeapi_v2","11","","4.3",""
84,"三益茶庄","丰益桥丰管路16号院9号楼1001室,西国贸酒大酒店楼下","(010)63870003","美食;茶座","http://api.map.baidu.com/place/detail?uid=0dc3d82dc27a3b7575e5b6cf&output=html&source=placeapi_v2","10","","4.8",""
85,"吟润茶庄","北京马连道茶缘茶城西广场6号A","(010)51809319,13811708520","购物;商铺","http://api.map.baidu.com/place/detail?uid=1ec44f0e58f13b8f8bdb7302&output=html&source=placeapi_v2","2","","",""
86,"露雨茗苑茶庄","北京市西城区茶缘茶城西广场3号(近马连道家乐福)","(010)51809870","购物;商铺","http://api.map.baidu.com/place/detail?uid=e5d0f6de7c0f2e6f99005069&output=html&source=placeapi_v2","1","","",""
87,"嘉茗阁茶楼","茶马街8号院5号楼1101室","(010)63634719","美食;茶座","http://api.map.baidu.com/place/detail?uid=8c590f91ea2df559bda240ed&output=html&source=placeapi_v2","8","","5",""
88,"昌德号茶庄","马连道路甲18号楼底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=2a162a9a9f3fb27cf02d831c&output=html&source=placeapi_v2","6","","5",""
89,"万众香茶庄(红莲南路)","马连道路甲18号院1号楼","(010)63461066","购物;商铺","http://api.map.baidu.com/place/detail?uid=d24e48eb71aba4b4afee7aed&output=html&source=placeapi_v2","19","","",""
90,"林崖古香茶庄","马连道第三区商业街5-1106","(010)63634431","美食;茶座","http://api.map.baidu.com/place/detail?uid=ef6291fb75155b02740269bd&output=html&source=placeapi_v2","5","","4",""
91,"吴裕泰茶庄","北京市丰台区西四环南路32-6号(丰台区国税局北侧)","010-63808401","购物;商铺","http://api.map.baidu.com/place/detail?uid=2fd2beab81c2e24b7bdbd286&output=html&source=placeapi_v2","10","","5",""
92,"鸿志茶庄","北京市西城区马连道路甲10-10号","13910023075,(010)63424406","购物;商铺","http://api.map.baidu.com/place/detail?uid=606ab0d006c1b0330f3dda85&output=html&source=placeapi_v2","65","","4.6",""
93,"吴裕泰茶庄","丰管路9号院(近致美惠欧洲站服饰)","(010)63773727","购物;商铺","http://api.map.baidu.com/place/detail?uid=379af1a6e116000442afe604&output=html&source=placeapi_v2","11","","",""
94,"普氏普洱茶庄","广安门外马连道路11号一商大厦马连道茶城2楼5-05（近马连道家乐福）","(010)63342036","购物;商铺","http://api.map.baidu.com/place/detail?uid=6fddd7fd7cfb6a663417dc90&output=html&source=placeapi_v2","8","","5",""
95,"有朋普洱茶庄","丰台区马连道茶缘茶城南楼1-2号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=83eb50326a7b6faf364aae4b&output=html&source=placeapi_v2","13","","",""
96,"茗芳苑茶庄","西城区马连道路9-14","13810532767","购物;商铺","http://api.map.baidu.com/place/detail?uid=4ea3f2f10208ddaaaecb66ed&output=html&source=placeapi_v2","5","","2.2",""
97,"吴裕泰茶庄(东大街店)","北京市丰台区丰台东大街游泳场顺天府超市南侧","010-63811334","购物;商铺","http://api.map.baidu.com/place/detail?uid=480b24d0eea8fa8c9cec2b3f&output=html&source=placeapi_v2","5","","",""
98,"美誉唐茶楼","太平桥中路华源四里7号楼","010-63379505","购物;商铺","http://api.map.baidu.com/place/detail?uid=03840e1df3d20450213bf2f9&output=html&source=placeapi_v2","8","","",""
99,"泓丰茶楼","益泽路丽泽景园16号楼底商(美克美家)","010-57213960","购物;商铺","http://api.map.baidu.com/place/detail?uid=14bbd95eaffbc2c4770269dc&output=html&source=placeapi_v2","20","","4.2",""
100,"瑞德隆茶庄(马连道路)","马连道路9-25","","购物;商铺","http://api.map.baidu.com/place/detail?uid=9edd0aee5eff47501b94c688&output=html&source=placeapi_v2","3","","",""
101,"春和茗源茶庄","西城区马连道路10号世纪茶贸中心1号楼1楼1-233号铺","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b6e1eb4e499c84c3deee8b05&output=html&source=placeapi_v2","4","","",""
102,"北京世纪缘缘茶楼服务中心","丰北路351路公共汽车总站院内办公楼","(010)56241959","美食;茶座","http://api.map.baidu.com/place/detail?uid=97cd224433eb121273210be8&output=html&source=placeapi_v2","1","","",""
103,"琛山园茶庄","西城区京闽茶城B1楼18号(近马连道茶城)","(010)63315781","美食;茶座","http://api.map.baidu.com/place/detail?uid=ec5173df7d4ed6eae9f853db&output=html&source=placeapi_v2","1","","",""
104,"叶品香茶庄","广安门外","","公司企业;公司","http://api.map.baidu.com/place/detail?uid=fb5995f7192ac5d3b75f1e84&output=html&source=placeapi_v2","2","","",""
105,"福鼎光明茶庄","西城区马连道路6号院-4-11号","(010)63363057","购物","http://api.map.baidu.com/place/detail?uid=1a073fe609595cbc3ce23174&output=html&source=placeapi_v2","5","","",""
106,"德兴泉茶庄","第三区商业街5-1065","","购物;商铺","http://api.map.baidu.com/place/detail?uid=000ba1142c007a4fe215f976&output=html&source=placeapi_v2","1","","",""
107,"蓝眉山茶庄","京华茶城146号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=29fd0b0774997b73a1a9342f&output=html&source=placeapi_v2","5","","",""
108,"佰京华子茶庄(北京店)","马连道路23号楼底商(近茶马大厦)","13911760671","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f9337d60b0193aaf62310b1&output=html&source=placeapi_v2","5","","",""
109,"满庭芳茶庄(北京茶叶总公司品牌商务楼西)","茶叶总公司白楼南区009-3号(北京茶叶总公司品牌商务楼西)","","购物;商铺","http://api.map.baidu.com/place/detail?uid=c7cede0565bedc69f42310cd&output=html&source=placeapi_v2","4","","",""
110,"茗缘来茶庄","西城区茶马北街1号院2世纪茶贸中心2-2-135","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6ed158d23b3115ef71210b74&output=html&source=placeapi_v2","1","","",""
111,"万兴茶庄","马连道茶马西路世纪茶贸中心2-229","","购物","http://api.map.baidu.com/place/detail?uid=4d30cacaa0ed137cd6b74e45&output=html&source=placeapi_v2","4","","",""
112,"宏凤茶庄","茶马北街1号院2世纪茶贸中心","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7fcbf4fd0d2b219f54bfff23&output=html&source=placeapi_v2","1","","",""
113,"锦泽华茶庄","茶马北街1号院2世纪茶贸中心","","购物;商铺","http://api.map.baidu.com/place/detail?uid=e10371124cbd3d477bf7962d&output=html&source=placeapi_v2","1","","",""
114,"王府茶楼养生宴(大观园总店)","北京市宣武区南菜园街乙1号(西二环白纸坊桥往东第二红绿灯右转300米路西)","(010)63588878","美食;中餐厅","http://api.map.baidu.com/place/detail?uid=e56bf5e38e33f35d0782c21f&output=html&source=placeapi_v2","558","","4.8",""
115,"老茶庄","北京市丰台区右安门外开阳里七区4号楼西侧底商","(010)83558789","美食;茶座","http://api.map.baidu.com/place/detail?uid=cc0849a0b8cce0509403192e&output=html&source=placeapi_v2","22","","4.4",""
116,"吴裕泰茶庄(虎坊路店)","南横东街5-8号(近陶然北岸)","(010)51252762","购物;商铺","http://api.map.baidu.com/place/detail?uid=f696f3c2680ac3f21a11d586&output=html&source=placeapi_v2","14","","4.8",""
117,"张一元茶庄(西罗园店)","丰台区西罗园一区15号","(010)87200898","购物;商铺","http://api.map.baidu.com/place/detail?uid=78bd50f7ce7fb92530870aa6&output=html&source=placeapi_v2","3","","",""
118,"吴裕泰茶莊","永定门外洋桥12号","(010)87509506","购物;商铺","http://api.map.baidu.com/place/detail?uid=9f97b1c59005c21fb64f54ce&output=html&source=placeapi_v2","16","","",""
119,"北京市江南轩茶楼","北京丰台区马家堡东路71号院内2楼近北京京剧院","(010)67568988","美食;茶座","http://api.map.baidu.com/place/detail?uid=d52831f9bd5af2be2ffaa7bb&output=html&source=placeapi_v2","4","","3",""
120,"宽水茶庄","白纸坊东街甲12-4号","(010)63552171","美食;茶座","http://api.map.baidu.com/place/detail?uid=844a750e9296f1b9626858ed&output=html&source=placeapi_v2","14","","",""
121,"张一元茶庄（马家堡1店）","角门北路31","(010)67528139","购物;商铺","http://api.map.baidu.com/place/detail?uid=e2c734e408fa564415a190ca&output=html&source=placeapi_v2","12","","4.3",""
122,"吴裕泰茶莊","兴丰大街帝园商城1层麦当劳东侧","010-87269070","购物;商铺","http://api.map.baidu.com/place/detail?uid=92b806d2883683fe79b55cd5&output=html&source=placeapi_v2","3","","3",""
123,"缘福号茶庄","南横东街（中信城底商）","(010)83985262","购物;商铺","http://api.map.baidu.com/place/detail?uid=1eeed546bf6c94ebb5147f67&output=html&source=placeapi_v2","35","","4.6",""
124,"吴裕泰茶莊","北京市西城区广外鸭子桥路1号院6号楼底商","(010)63388316","购物;商铺","http://api.map.baidu.com/place/detail?uid=d146b3882e4e30c774026904&output=html&source=placeapi_v2","15","","4.9",""
125,"张一元茶庄","丰台区菜户营西路商用房北3号","(010)63254243","购物;商铺","http://api.map.baidu.com/place/detail?uid=d4034eb3681ccd88c13644af&output=html&source=placeapi_v2","6","","",""
126,"正兴德茶庄","南横西街119-1号","(010)63521622","购物;商铺","http://api.map.baidu.com/place/detail?uid=d0b8923fc85948fbb4f42fa3&output=html&source=placeapi_v2","31","","5",""
127,"正兴德茶庄","白纸坊西街46号","(010)83527081","购物;商铺","http://api.map.baidu.com/place/detail?uid=3a0a78bdd20414fa631809ed&output=html&source=placeapi_v2","10","","5",""
128,"正兴德茶庄","宣武区白纸坊东街23号(北京建设大学)","(010)63522383","购物;商铺","http://api.map.baidu.com/place/detail?uid=69fcd6df8e9c0b36ca29155f&output=html&source=placeapi_v2","6","","",""
129,"张一元茶庄青年湖店","西城区鸭子桥北里6号楼底商","(010)63450809","购物;商铺","http://api.map.baidu.com/place/detail?uid=dfc496b614d961b68936ee45&output=html&source=placeapi_v2","4","","3.7",""
130,"宏裕茶庄","牛街东里二区2号楼底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=14076deea7fbedf402294fed&output=html&source=placeapi_v2","5","","",""
131,"云水缘茶楼","北京市丰台区","","美食;茶座","http://api.map.baidu.com/place/detail?uid=1b0ed8bc10a704012bd7ab0c&output=html&source=placeapi_v2","1","","5",""
132,"龙泰达茶庄","丰台区西罗园路临19号","(010)67239864","购物;商铺","http://api.map.baidu.com/place/detail?uid=274761436e3086936268581a&output=html&source=placeapi_v2","16","","5",""
133,"胜利茶庄","北京丰台区马家堡路68号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=a144cd0e427de56593114cf6&output=html&source=placeapi_v2","11","","",""
134,"避风茶馆(方庄总店)","北京丰台区方庄蒲芳路芳古园一区29号楼-6二层","(010)87682828","美食;茶座","http://api.map.baidu.com/place/detail?uid=c5ddcc085bb36cdfd91318e5&output=html&source=placeapi_v2","246","","3.4",""
135,"张一元茶庄","赵公口11号","(010)67221945","购物;商铺","http://api.map.baidu.com/place/detail?uid=3c0ea7c550985785fbf0cb40&output=html&source=placeapi_v2","13","","4.1",""
136,"张一元茶庄","北京市丰台区方庄南路","(010)64076371","购物;商铺","http://api.map.baidu.com/place/detail?uid=b51929ae2ac5aeae1811d5b3&output=html&source=placeapi_v2","10","","5",""
